data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3
2021-08-17;17:50:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA GOMES TABORDA;1560;;PROXIMO AO ATACAREJO IDEAL;CORDEIRO;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal iluminada;Não existe;R-6a;;Dupla;Faixa seccionada;;
2021-08-17;18:42:00;COM VÍTIMA;FINALIZADA;BARRO;AV DR JOSE RUFINO;;RUA PEDRO JOSE VIEIRA;E/F AO PONTO IMPERIO;BARRO;;DUPLO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Não existe;;
2021-08-17;19:37:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;1800;RUA FRANCA PEREIRA;PROX AO SEGUNDO JARDIN;BOA VIAGEM;3;CIDADE;COLISÃO TRANSVERSAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;
2021-08-17;22:44:40;COM VÍTIMA;FINALIZADA;BAIRRO DO RECIFE;AV ALFREDO LISBOA;;;E/F AO FORTE DO BRUM;BAIRRO DO RECIFE;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;2;0;0;0;0;0;2;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Mal iluminada;Faixa de pedestre;Outras;60 km/h;Única;Faixa seccionada;;
2021-08-18;08:29:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV PREFEITO ARTUR LIMA CAVALCANTI;;;POR TRAS DO PREDIO DA CONTAX, NA CURVA;SANTO AMARO;;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-08-18;09:39:00;SEM VÍTIMA;CANCELADA;ILHA DO RETIRO;EST DOS REMEDIOS;1632;;PROX. A HYUNDAI;ILHA DO RETIRO;;;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;
2021-08-18;09:50:00;SEM VÍTIMA;FINALIZADA;ESPINHEIRO;AV GOVERNADOR AGAMENON MAGALHAES;;RUA BUENOS AYRES;LADO OPOSTO A CAIXA ECONÔMICA FEDERAL;ESPINHEIRO;78;SUBURBIO;;1;0;0;0;0;0;1;0;0;0;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canal;;
2021-08-18;09:59:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA DEMOCRITO DE SOUZA FILHO;452;RUA PROFESSOR JOSE TORRES PIRES;EM FRENTE A BARBEARIA BELEZA CAFE E MODA;MADALENA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-3;;Única;Não existe;;
2021-08-18;10:04:00;SEM VÍTIMA;DUPLICIDADE;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;RUA DR LEOPOLDO LINS;EM FRENTE A CAIXA ECONÔMICA, SENTIDO OLINDA;BOA VISTA;;;COLISÃO LATERAL;1;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;
2021-08-18;11:29:00;COM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;PROXIMO AO BRADESCO PRIME;PAISSANDU;;BOA VIAGEM;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;
2021-08-18;12:11:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2391;;EM FRENTE AO EMPRESARIAL SAN MARINO;BOA VIAGEM;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-08-18;11:55:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;525;;AO LADO DA ASSEMBLEIA DE DEUS;CASA AMARELA;369;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Incompleta;Seca;Mal conservada;Faixa de pedestre;Outras;30 km/h;Dupla;Não existe;;
2021-08-19;06:31:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA JOSE DE ALENCAR;;RUA BARAO DE SAO BORJA;HOTEL BOA VISTA;BOA VISTA;;CIDADE;COLISÃO FRONTAL;1;0;0;0;0;0;0;0;1;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Outros;;
2021-08-19;07:48:00;COM VÍTIMA;FINALIZADA;BEBERIBE;AV BEBERIBE;2238;;LOJA KI BIKE;BEBERIBE;;SUBURBIO;COLISÃO COM CICLISTA;0;0;0;1;0;0;0;0;0;1;0;Longo da via;Nublado;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;;Dupla;Faixa seccionada;;
2021-08-19;12:59:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA DEMOCRITO DE SOUZA FILHO;418;RUA PROFESSOR JOSE TORRES PIRES;PRÓX À ASSOCIAÇÃO NOSSA SENHORA DO PERPÉTUO SOCORRO;MADALENA;;CIDADE;COLISÃO FRONTAL;1;0;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Incompleta;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-08-19;15:28:00;SEM VÍTIMA;FINALIZADA;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;;EST DO FORTE DO ARRAIAL N. DO B. JESUS;KI XOI GALETOS;TORRÕES;375;SUBURBIO;COLISÃO TRASEIRA;1;0;0;0;0;0;2;0;0;0;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2021-08-19;17:54:00;COM VÍTIMA;FINALIZADA;SAN MARTIN;AV GENERAL SAN MARTIN;2455;;PTOXIMO A ESCOLA ADVENTISTA DE SAN MARTIN;SAN MARTIN;;NORTE / SUL;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Faixa contínua;;
2021-08-19;18:55:00;COM VÍTIMA;CANCELADA;CASA AMARELA;EST DO ENCANAMENTO;;RUA DA HARMONIA;NO CRUZAMENTO;CASA AMARELA;435;;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;;;;;;;;;;;;;
2021-08-19;19:48:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA AURORA;1027;;PRÓX A TV GLOBO;SANTO AMARO;;SUBURBIO;ATROPELAMENTO DE ANIMAL;1;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;Canteiro central;
2021-08-20;00:49:00;COM VÍTIMA;FINALIZADA;GRAÇAS;RUA ALBERTO PAIVA;222;RUA ANTONIO NOVAIS;APÓS A PIZZARIA HUT;GRAÇAS;;DUPLO;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;2;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Não existe;;
2021-08-20;08:18:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;5841;;EM FRENTE A RETIFICA PADRÃO, SENT. CIDADE;CASA AMARELA;95;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Canteiro central;;
2021-08-20;10:11:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;COR DO BARTOLOMEU;376;;E/F CENTRO SOCIAL DOS SERVIDORES DO RECIFE;CASA AMARELA;;SUBURBIO;COLISÃO TRANSVERSAL;0;2;0;0;0;0;0;0;0;2;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Faixa seccionada;;
2021-08-20;11:24:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;RUA FREI CASSIMIRO;;SANTO AMARO;;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;0;1;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;
2021-08-20;16:31:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;682;RUA DES LUIZ SALAZAR;PROX AO MERCADO DA MADALENA  VT 08 NO LOCAL;MADALENA;;SUBURBIO;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Não existe;;
2021-08-21;00:03:00;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;AV LIBERDADE;;;APOS AO N° 125, SOBRE O VIADUTO;JARDIM SÃO PAULO;;CIDADE;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;
2021-08-21;11:19:00;COM VÍTIMA;FINALIZADA;BEBERIBE;RUA ARAO BOTLER;3370;;EM FRENTE A GALERIA DO TERRAÇO;BEBERIBE;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;2;0;Longo da via;Bom;;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-08-21;15:08:00;COM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;;EM FRENTE A SEDE SPORT CLUB DO REIFE;ILHA DO RETIRO;367;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa contínua;Canteiro central;
2021-08-21;17:02:00;COM VÍTIMA;CANCELADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;VIADUTO DA MASCARENHAS DE MORAES / AEROPORTO / SENTIDO RECIFE.;IMBIRIBEIRA;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-08-21;17:02:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA PROFESSOR JOSE BRANDAO;ENFRENTE A FARMACIA INDEPENDENTE;BOA VIAGEM;550;SUBURBIO;ENGAVETAMENTO;3;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;
2021-08-21;17:10:00;COM VÍTIMA;FINALIZADA;JORDÃO;AV MARIA IRENE;;RUA CRISTALIA;ESQUINA DO MERCADINHO EVA RAÇOES;JORDÃO;;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;;;
2021-08-21;22:36:40;COM VÍTIMA;FINALIZADA;MACAXEIRA;RUA MARIA CANDIDA;;AV NORTE MIGUEL ARRAES DE ALENCAR;PARQUE IRANO DA MACAXEIRA;MACAXEIRA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa seccionada;;
2021-08-22;13:02:00;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;VDO PAPA JOAO PAULO II;;;SOB O VIADUTO;ILHA JOANA BEZERRA;;RECIFE / OLINDA;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;Dupla;Canteiro central;;
2021-08-22;14:29:00;COM VÍTIMA;CANCELADA;SANTO AMARO;AV CRUZ CABUGA;;;E/F AO CISNE S/T OLINDA;SANTO AMARO;;;COLISÃO LATERAL;2;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-08-22;16:52:00;COM VÍTIMA;FINALIZADA;JORDÃO;AV GOVERNADOR ROBERTO SILVEIRA;;RUA DES EVANDRO NETTO;APOS O TERMINAL DE ONIBUS DO JORDAO BAIXO PRIMEIRA RUA;JORDÃO;;;COLISÃO LATERAL;1;0;0;0;0;0;0;0;0;1;0;Cruzamento;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-24a;;Única;Não existe;;
2021-08-23;09:15:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;107;RUA SENADOR FABIO DE BARROS;EM FRENTE A PORTO SEGURO;MADALENA;;SUBURBIO;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Nublado;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;Faixa seccionada;
2021-08-23;10:07:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;4707;;AO LADO ARMAZEM CORAL ACHAQUI;CASA AMARELA;;CIDADE;COLISÃO LATERAL;0;1;0;0;0;0;1;0;0;1;0;Longo da via;Chuvoso;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Dupla;Faixa seccionada;Canteiro central;
2021-08-23;14:29:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;AV GUARARAPES;;RUA DO SOL;EM FRENTE AOS CORREIOS;SANTO ANTÔNIO;14;SUBURBIO;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-08-23;15:45:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;2544;RUA N S DA SAUDE;EM FRENTE À AGROÚTIL;CORDEIRO;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-08-23;16:55:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;500;;E/F AO PLAZA;CASA FORTE;345;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;
2021-08-23;19:37:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV SUL;;;E/F AO TI TRANCREDO NEVES;IMBIRIBEIRA;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;
2021-08-24;08:43:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;A 200M DO SUPERMERCADO EXTRA ( PISTA OESTE) , SENTIDO CIDADE / SUBÚRBIO;BOA VIAGEM;;SUBURBIO;CHOQUE;1;0;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Molhada;Perfeito estado;;R-19;;Dupla;Canteiro central;;
2021-08-24;09:41:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA REMIGIO;;;TÚNEL FELIPE CAMARÃO ( LOCAL EXATO);BOA VIAGEM;;SUBURBIO;CHOQUE;0;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Não há placas;;Dupla;Canteiro central;;
2021-08-24;12:15:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PROFESSOR JOAO MEDEIROS;533;RUA BRUNO VELOSO;PROX ACADEMIA R2 S/T BEIRA MAR;BOA VIAGEM;335;CIDADE;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa contínua;Faixa seccionada;Canteiro central
2021-08-10;18:20:00;COM VÍTIMA;FINALIZADA;DOIS UNIDOS;RUA DIVISOPOLIS;40;;ESCOLA MUNICIPAL ALTO DO MARACANÃ;DOIS UNIDOS;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;30 km/h;Dupla;Não existe;;
2021-08-24;15:56:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;EST VELHA DE AGUA FRIA;;AV PROFESSOR JOSE DOS ANJOS;SOBE O SEMAFORO 306;TAMARINEIRA;306;SUBURBIO;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Canteiro central;;
2021-08-24;16:00:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA SAO MIGUEL;1516;RUA JOVELINO SELVA;EM FRENTE AO CENTRO AUTOMOTIVO ABC;AFOGADOS;;CIDADE;COLISÃO LATERAL;2;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa;;
2021-08-24;18:57:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;550;RUA RIO NEGRO;E/F A IGREJA  EL SHADAY;IBURA;;CIDADE;COLISÃO LATERAL;0;2;0;0;0;0;0;0;0;2;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;Faixa seccionada;
2021-08-24;18:57:00;SEM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;984;RUA RIO BRIGIDA;EM FRENTE A FARMÁCIA INDEPENDENTE;IBURA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;0;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;
2021-08-24;20:50:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA DO ESPINHEIRO;223;RUA SANTO ELIAS;PRÓX A MASCATE LIVRARIA E ANTIGO POSTO IPIRANGA;ESPINHEIRO;;SUBURBIO;COLISÃO COM CICLISTA;1;0;0;1;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;"Placas ""Pare""";;Dupla;;;
2021-08-24;21:15:40;COM VÍTIMA;FINALIZADA;IPUTINGA;RUA SAO MATEUS;653;;ACADEMIA L.FIT;IPUTINGA;;SUBURBIO;COLISÃO FRONTAL;0;2;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Não existe;;
2021-08-25;00:23:00;COM VÍTIMA;CANCELADA;BARRO;AV DR JOSE RUFINO;2561;;PROXIMO AO MOTEL OLIMPICOS;BARRO;;;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-08-25;11:42:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;1918;;EM FRENTE A AGATA VEICULOS;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;2;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;
2021-08-25;13:22:00;COM VÍTIMA;FINALIZADA;IBURA;RUA JORNALISTA EDSON REGIS;849;AV DOIS RIOS;ESQUINA COM A AUTO MECÂNICA BASTOS;IBURA;518;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Não existe;;
2021-08-25;16:00:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV MARIO MELO;;RUA DA FUNDICAO;EM FRENTE AO POSTE H 024676;SANTO AMARO;;SUBURBIO;COLISÃO TRANSVERSAL;1;0;0;0;0;0;0;1;0;0;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Canteiro central;;
2021-08-25;18:59:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;4772;;LADO OPOSTO AO ARMAZÉM CORAL;CASA AMARELA;;SUBURBIO;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Incompleta;Seca;Mal conservada;Não existe;Outras;;Dupla;Canteiro central;;
2021-08-26;08:44:00;COM VÍTIMA;FINALIZADA;AFOGADOS;RUA COSME VIANA;128;RUA JOSE DA BOMBA;PRÓXIMO A BLUECAR AUTO SERVICE;AFOGADOS;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Não existe;;
2021-08-26;09:12:00;COM VÍTIMA;FINALIZADA;IBURA;RUA RIO XINGU;924;;EM FRENTE AO N° 924;IBURA;;SUBURBIO;COLISÃO FRONTAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;30 km/h;Dupla;Faixa seccionada;;
2021-08-26;10:24:00;COM VÍTIMA;FINALIZADA;PORTO DA MADEIRA;RUA DALVA DE OLIVEIRA;257;RUA RIO BEBERIBE;E/F A IGREJA BATISTA;PORTO DA MADEIRA;;CIDADE;COLISÃO FRONTAL;0;1;0;0;0;0;1;0;0;1;0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Não existe;;
2021-08-26;13:04:00;COM VÍTIMA;FINALIZADA;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;93;RUA LEOBINA PEREIRA;EM FRENTE A PIZZARIA E RESTAURANTE DOS GÊMEOS;JARDIM SÃO PAULO;;SUBURBIO;COLISÃO LATERAL;1;1;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;
2021-08-26;13:48:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;;SOBRE A PONTE MARECHAL CASTELO BRANCO;CAXANGÁ;568;CIDADE;COLISÃO TRASEIRA;1;1;0;0;0;0;0;0;0;1;0;Ponte;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-32;;Dupla;Faixa seccionada;Canteiro central;
2021-08-26;15:04:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV MARECHAL JUAREZ TAVORA;462;;EM FRETE A CONSTRUTORA SANTO ANTONIO;BOA VIAGEM;;SUBURBIO;COLISÃO TRASEIRA;0;1;0;0;0;0;1;0;0;1;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-19;40 km/h;Dupla;Canal;;
2021-08-26;16:21:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;PTE PRINCESA IZABEL;;RUA DO SOL;EM FRENTE AO TEATRO PRINCESA IZABEL;SANTO ANTÔNIO;;;QUEDA;0;1;0;0;0;0;0;0;0;1;0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Única;Não existe;;
2021-08-27;08:00:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE MIGUEL ARRAES DE ALENCAR;2483;;LADO OPOSTO AO T2 AUTOS;ENCRUZILHADA;;CIDADE;ATROPELAMENTO DE PESSOA;0;1;0;0;1;0;0;0;0;2;0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Mal conservada;Outros;Outras;;Dupla;Faixa seccionada;Canteiro central;
2021-08-27;09:12:00;COM VÍTIMA;CANCELADA;DERBY;;;;EM FRENTE O COLÉGIO MILITAR;DERBY;;;COLISÃO TRANSVERSAL;2;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;
2021-08-27;12:37:00;COM VÍTIMA;FINALIZADA;DOIS IRMÃOS;RUA DOIS IRMAOS;;;EM FRENTE AO VIADUTO DA BR 101;DOIS IRMÃOS;416;CIDADE;CHOQUE;0;1;0;0;0;0;0;0;0;1;0;Outros;Bom;Com defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Faixa seccionada;;
2021-08-27;14:41:00;SEM VÍTIMA;FINALIZADA;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;;SOB SEM. 355;ILHA DO RETIRO;355;CIDADE;;1;0;0;0;0;0;0;1;0;0;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Canteiro central;;
2021-08-27;15:22:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE A FACULDADE UNIVERSO;IMBIRIBEIRA;501;SUBURBIO;COLISÃO TRASEIRA;2;0;0;0;0;0;0;0;0;1;0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;
2021-08-27;19:49:00;VÍTIMA FATAL;FINALIZADA;SANTO AMARO;RUA DOS PALMARES;;RUA DO POMBAL;PRÓX AO COMANDO DA GUARDA;SANTO AMARO;;SUBURBIO;COLISÃO COM CICLISTA;0;1;0;1;0;0;0;0;0;1;1;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;Canteiro central;
